Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Price,Discount,Weather Condition,Promotion,Competitor Pricing,Seasonality,Epidemic,Demand,Sales_Value,OOS_Status,OOS_Percentage,DOI,FIFO_Priority,Replenishment_Status
2023-01-11,S005,P0020,Toys,North,78,78,147,39.71,0,Sunny,0,35.97,Winter,0,161,3097.38,In Stock,,1.00,Normal,Sufficient
2023-01-12,S001,P0001,Electronics,North,123,115,0,73.79,0,Snowy,0,87.1,Winter,0,103,8485.85,In Stock,,1.07,Normal,Sufficient
2023-01-12,S001,P0002,Clothing,North,215,60,0,60.75,10,Snowy,0,57.18,Winter,0,90,3645,In Stock,,3.58,Normal,Sufficient
2023-01-12,S001,P0003,Clothing,North,400,118,0,58.32,0,Snowy,0,65.87,Winter,0,113,6881.76,In Stock,,3.39,Normal,Sufficient
2023-01-12,S001,P0004,Electronics,North,114,99,0,101.14,15,Snowy,1,109.85,Winter,0,125,10012.86,In Stock,,1.15,Normal,Sufficient
2023-01-12,S001,P0005,Groceries,North,298,66,0,57.28,5,Snowy,0,66.42,Winter,0,103,3780.48,In Stock,,4.52,Normal,Sufficient
2023-01-12,S001,P0006,Toys,North,50,50,0,43.08,0,Snowy,0,39.61,Winter,0,94,2154,In Stock,,1.00,Normal,Sufficient
2023-01-12,S001,P0007,Groceries,North,307,98,0,21.48,20,Snowy,1,23.45,Winter,0,123,2105.04,In Stock,,3.13,Normal,Sufficient
2023-01-12,S001,P0008,Electronics,North,90,78,58,38.88,10,Snowy,0,34.52,Winter,0,69,3032.64,In Stock,,1.15,Normal,Sufficient
2023-01-12,S001,P0009,Clothing,North,373,41,0,75.69,10,Snowy,1,74.98,Winter,0,64,3103.29,In Stock,,9.10,Normal,Sufficient
2023-01-12,S001,P0010,Furniture,North,274,29,0,109.67,0,Snowy,0,126.72,Winter,0,34,3180.43,In Stock,,9.45,Normal,Sufficient
2023-01-12,S001,P0011,Furniture,North,435,90,0,131.55,25,Snowy,1,121.59,Winter,0,82,11839.5,In Stock,,4.83,Normal,Sufficient
2023-01-12,S001,P0012,Groceries,North,465,49,0,73.59,10,Snowy,0,67.92,Winter,0,79,3605.91,In Stock,,9.49,Normal,Sufficient
2023-01-12,S001,P0013,Toys,North,156,96,94,31.6,15,Snowy,1,30.04,Winter,0,114,3033.6,In Stock,,1.63,Normal,Sufficient
2023-01-12,S001,P0014,Groceries,North,364,151,0,70.79,20,Snowy,1,64.22,Winter,0,145,10689.29,In Stock,,2.41,Normal,Sufficient
2023-01-12,S001,P0015,Toys,North,150,67,102,14.82,10,Snowy,0,13.76,Winter,0,87,992.94,In Stock,,2.24,Normal,Sufficient
2023-01-12,S001,P0016,Groceries,North,886,120,0,42.43,0,Snowy,0,36.26,Winter,0,110,5091.6,In Stock,,7.38,Normal,Sufficient
2023-01-12,S001,P0017,Toys,North,96,26,0,14.02,25,Snowy,1,16.87,Winter,0,42,364.52,In Stock,,3.69,Normal,Sufficient
2023-01-12,S001,P0018,Groceries,North,109,85,92,56.5,5,Snowy,0,56.3,Winter,0,77,4802.5,In Stock,,1.28,Normal,Sufficient
2023-01-12,S001,P0019,Furniture,North,158,74,0,105.87,10,Snowy,0,102.64,Winter,0,72,7834.38,In Stock,,2.14,Normal,Sufficient
2023-01-12,S001,P0020,Furniture,North,348,48,0,107.41,10,Snowy,0,98.96,Winter,0,61,5155.68,In Stock,,7.25,Normal,Sufficient
2023-01-12,S002,P0001,Groceries,South,582,138,0,95.78,0,Cloudy,0,93.89,Winter,0,135,13217.64,In Stock,,4.22,Normal,Sufficient
2023-01-12,S002,P0002,Toys,South,343,95,0,33.13,5,Cloudy,0,30.48,Winter,0,95,3147.35,In Stock,,3.61,Normal,Sufficient
2023-01-12,S002,P0003,Groceries,South,199,42,0,67.13,5,Cloudy,0,63.88,Winter,0,46,2819.46,In Stock,,4.74,Normal,Sufficient
2023-01-12,S002,P0004,Groceries,South,647,128,0,41.09,10,Cloudy,1,46.7,Winter,0,123,5259.52,In Stock,,5.05,Normal,Sufficient
2023-01-12,S002,P0005,Electronics,South,566,172,590,108.55,5,Cloudy,0,119.12,Winter,0,165,18670.6,In Stock,,3.29,Normal,Sufficient
2023-01-12,S002,P0006,Clothing,South,160,81,0,60.11,10,Cloudy,0,65.15,Winter,0,101,4868.91,In Stock,,1.98,Normal,Sufficient
2023-01-12,S002,P0007,Toys,South,117,78,0,24.09,25,Cloudy,1,22.31,Winter,0,116,1879.02,In Stock,,1.50,Normal,Sufficient
2023-01-12,S002,P0008,Groceries,South,142,77,0,21.87,10,Cloudy,0,25.39,Winter,0,81,1683.99,In Stock,,1.84,Normal,Sufficient
2023-01-12,S002,P0009,Groceries,South,264,120,236,56.29,15,Cloudy,1,54.68,Winter,0,101,6754.8,In Stock,,2.20,Normal,Sufficient
2023-01-12,S002,P0010,Groceries,South,144,144,168,99.88,10,Cloudy,0,91.69,Winter,0,155,14382.72,In Stock,,1.00,Normal,Sufficient
2023-01-12,S002,P0011,Groceries,South,330,221,0,107,20,Cloudy,1,99.65,Winter,0,199,23647,In Stock,,1.49,Normal,Sufficient
2023-01-12,S002,P0012,Electronics,South,401,115,0,74.19,5,Cloudy,0,68.1,Winter,0,118,8531.85,In Stock,,3.49,Normal,Sufficient
2023-01-12,S002,P0013,Groceries,South,576,139,509,21.37,25,Cloudy,1,25.27,Winter,0,184,2970.43,In Stock,,4.14,Normal,Sufficient
2023-01-12,S002,P0014,Electronics,South,546,88,490,124.77,10,Cloudy,1,133.78,Winter,0,128,10979.76,In Stock,,6.20,Normal,Sufficient
2023-01-12,S002,P0015,Clothing,South,430,92,0,79.85,0,Cloudy,0,92.14,Winter,0,145,7346.2,In Stock,,4.67,Normal,Sufficient
2023-01-12,S002,P0016,Clothing,South,72,72,307,92.84,10,Cloudy,0,102.6,Winter,0,145,6684.48,In Stock,,1.00,Normal,Sufficient
2023-01-12,S002,P0017,Toys,South,1004,139,0,19.3,25,Cloudy,1,18.92,Winter,0,145,2682.7,In Stock,,7.22,Normal,Sufficient
2023-01-12,S002,P0018,Clothing,South,177,104,143,29.61,10,Cloudy,0,27.67,Winter,0,132,3079.44,In Stock,,1.70,Normal,Sufficient
2023-01-12,S002,P0019,Clothing,South,916,150,0,90.23,10,Cloudy,0,108.25,Winter,0,139,13534.5,In Stock,,6.11,Normal,Sufficient
2023-01-12,S002,P0020,Furniture,South,151,30,0,110.44,0,Cloudy,0,128.03,Winter,0,33,3313.2,In Stock,,5.03,Normal,Sufficient
2023-01-12,S003,P0001,Toys,East,292,89,0,18.29,0,Snowy,0,20,Winter,0,121,1627.81,In Stock,,3.28,Normal,Sufficient
2023-01-12,S003,P0002,Groceries,East,551,83,0,54.84,10,Snowy,0,54.04,Winter,0,107,4551.72,In Stock,,6.64,Normal,Sufficient
2023-01-12,S003,P0003,Electronics,East,167,63,0,85.53,0,Snowy,0,80.09,Winter,0,67,5388.39,In Stock,,2.65,Normal,Sufficient
2023-01-12,S003,P0004,Groceries,East,280,160,429,23.27,20,Snowy,1,26.95,Winter,0,176,3723.2,In Stock,,1.75,Normal,Sufficient
2023-01-12,S003,P0005,Toys,East,705,35,0,18.66,5,Snowy,0,21.52,Winter,0,55,653.1,In Stock,,20.14,Normal,Sufficient
2023-01-12,S003,P0006,Toys,East,143,47,0,32.31,10,Snowy,0,28.61,Winter,0,56,1518.57,In Stock,,3.04,Normal,Sufficient
2023-01-12,S003,P0007,Groceries,East,821,140,0,18.61,15,Snowy,1,16.69,Winter,0,182,2605.4,In Stock,,5.86,Normal,Sufficient
2023-01-12,S003,P0008,Clothing,East,315,180,0,139.96,0,Snowy,0,164.18,Winter,0,159,25192.8,In Stock,,1.75,Normal,Sufficient
2023-01-12,S003,P0009,Groceries,East,150,120,108,46.79,25,Snowy,1,40.08,Winter,0,126,5614.8,In Stock,,1.25,Normal,Sufficient
2023-01-12,S003,P0010,Groceries,East,148,116,150,45.33,0,Snowy,0,44.33,Winter,0,128,5258.28,In Stock,,1.28,Normal,Sufficient
2023-01-12,S003,P0011,Electronics,East,305,92,0,118.7,15,Snowy,1,117.55,Winter,0,117,10920.4,In Stock,,3.32,Normal,Sufficient
2023-01-12,S003,P0012,Furniture,East,308,79,0,96.43,10,Snowy,0,114.39,Winter,0,98,7617.97,In Stock,,3.90,Normal,Sufficient
2023-01-12,S003,P0013,Groceries,East,1220,74,0,54.69,20,Snowy,1,62.98,Winter,0,79,4047.06,In Stock,,16.49,Normal,Sufficient
2023-01-12,S003,P0014,Groceries,East,485,85,0,77.57,25,Snowy,1,91.24,Winter,0,125,6593.45,In Stock,,5.71,Normal,Sufficient
2023-01-12,S003,P0015,Groceries,East,823,75,0,88.92,10,Snowy,0,99.89,Winter,0,100,6669,In Stock,,10.97,Normal,Sufficient
2023-01-12,S003,P0016,Electronics,East,253,63,215,95.08,10,Snowy,0,84.16,Winter,0,96,5990.04,In Stock,,4.02,Normal,Sufficient
2023-01-12,S003,P0017,Furniture,East,257,45,0,96.27,15,Snowy,1,108.27,Winter,0,55,4332.15,In Stock,,5.71,Normal,Sufficient
2023-01-12,S003,P0018,Furniture,East,73,70,0,131.45,10,Snowy,0,129.76,Winter,0,83,9201.5,In Stock,,1.04,Normal,Sufficient
2023-01-12,S003,P0019,Groceries,East,141,113,130,67.87,0,Snowy,0,66.64,Winter,0,149,7669.31,In Stock,,1.25,Normal,Sufficient
2023-01-12,S003,P0020,Clothing,East,80,80,0,67.62,10,Snowy,0,77.91,Winter,0,99,5409.6,In Stock,,1.00,Normal,Sufficient
2023-01-12,S004,P0001,Groceries,West,579,75,0,10.86,10,Cloudy,0,10.24,Winter,0,108,814.5,In Stock,,7.72,Normal,Sufficient
2023-01-12,S004,P0002,Groceries,West,341,73,0,18.59,10,Cloudy,0,19.83,Winter,0,103,1357.07,In Stock,,4.67,Normal,Sufficient
2023-01-12,S004,P0003,Furniture,West,261,81,0,144.79,5,Cloudy,0,136.61,Winter,0,85,11727.99,In Stock,,3.22,Normal,Sufficient
2023-01-12,S004,P0004,Groceries,West,457,126,562,51.91,25,Cloudy,1,50.55,Winter,0,166,6540.66,In Stock,,3.63,Normal,Sufficient
2023-01-12,S004,P0005,Clothing,West,167,120,133,80.54,5,Cloudy,0,92.14,Winter,0,144,9664.8,In Stock,,1.39,Normal,Sufficient
2023-01-12,S004,P0006,Groceries,West,319,67,0,35.9,5,Cloudy,0,31.43,Winter,0,92,2405.3,In Stock,,4.76,Normal,Sufficient
2023-01-12,S004,P0007,Groceries,West,307,236,1165,36.36,20,Cloudy,1,33.75,Winter,0,250,8580.96,In Stock,,1.30,Normal,Sufficient
2023-01-12,S004,P0008,Furniture,West,109,95,103,98.63,10,Cloudy,0,119.3,Winter,0,106,9369.85,In Stock,,1.15,Normal,Sufficient
2023-01-12,S004,P0009,Clothing,West,296,166,0,132.94,10,Cloudy,1,114.71,Winter,0,160,22068.04,In Stock,,1.78,Normal,Sufficient
2023-01-12,S004,P0010,Groceries,West,832,107,0,27.33,0,Cloudy,0,29.95,Winter,0,114,2924.31,In Stock,,7.78,Normal,Sufficient
2023-01-12,S004,P0011,Clothing,West,695,95,0,49.7,15,Cloudy,1,54.63,Winter,0,89,4721.5,In Stock,,7.32,Normal,Sufficient
2023-01-12,S004,P0012,Electronics,West,89,89,77,103.75,10,Cloudy,0,118.09,Winter,0,95,9233.75,In Stock,,1.00,Normal,Sufficient
2023-01-12,S004,P0013,Groceries,West,325,136,0,19.47,20,Cloudy,1,22.77,Winter,0,154,2647.92,In Stock,,2.39,Normal,Sufficient
2023-01-12,S004,P0014,Furniture,West,295,143,246,147.03,25,Cloudy,1,156.81,Winter,0,122,21025.29,In Stock,,2.06,Normal,Sufficient
2023-01-12,S004,P0015,Furniture,West,253,68,0,99.25,5,Cloudy,0,90.02,Winter,0,81,6749,In Stock,,3.72,Normal,Sufficient
2023-01-12,S004,P0016,Furniture,West,372,41,0,106.57,10,Cloudy,0,103.57,Winter,0,61,4369.37,In Stock,,9.07,Normal,Sufficient
2023-01-12,S004,P0017,Clothing,West,160,160,190,107.82,10,Cloudy,1,117.41,Winter,0,164,17251.2,In Stock,,1.00,Normal,Sufficient
2023-01-12,S004,P0018,Furniture,West,97,84,63,153.06,10,Cloudy,0,152.15,Winter,0,74,12857.04,In Stock,,1.15,Normal,Sufficient
2023-01-12,S004,P0019,Clothing,West,108,108,103,66.24,0,Cloudy,0,63.04,Winter,0,110,7153.92,In Stock,,1.00,Normal,Sufficient
2023-01-12,S004,P0020,Furniture,West,258,84,0,140.95,0,Cloudy,0,167.43,Winter,0,95,11839.8,In Stock,,3.07,Normal,Sufficient
2023-01-12,S005,P0001,Groceries,North,164,85,0,12.7,0,Snowy,0,13.7,Winter,0,115,1079.5,In Stock,,1.93,Normal,Sufficient
2023-01-12,S005,P0002,Electronics,North,368,94,0,37.29,10,Snowy,0,37.07,Winter,0,80,3505.26,In Stock,,3.91,Normal,Sufficient
2023-01-12,S005,P0003,Toys,North,243,72,0,30.99,5,Snowy,0,30.81,Winter,0,102,2231.28,In Stock,,3.38,Normal,Sufficient
2023-01-12,S005,P0004,Groceries,North,250,57,0,5.55,20,Snowy,1,6.35,Winter,0,68,316.35,In Stock,,4.39,Normal,Sufficient
2023-01-12,S005,P0005,Groceries,North,455,36,0,13.42,10,Snowy,0,13.24,Winter,0,58,483.12,In Stock,,12.64,Normal,Sufficient
2023-01-12,S005,P0006,Groceries,North,483,64,0,53.54,0,Snowy,0,62.52,Winter,0,67,3426.56,In Stock,,7.55,Normal,Sufficient
2023-01-12,S005,P0007,Groceries,North,252,143,0,112.2,10,Snowy,1,96.46,Winter,0,232,16044.6,In Stock,,1.76,Normal,Sufficient
2023-01-12,S005,P0008,Groceries,North,73,73,174,73.86,0,Snowy,0,82.54,Winter,0,151,5391.78,In Stock,,1.00,Normal,Sufficient
2023-01-12,S005,P0009,Groceries,North,0,0,0,87.49,20,Snowy,1,82.01,Winter,0,123,0,OOS,,N/A,OOS,Urgent Replenishment
2023-01-12,S005,P0010,Groceries,North,724,49,0,55.98,0,Snowy,0,63.72,Winter,0,79,2743.02,In Stock,,14.78,Normal,Sufficient
2023-01-12,S005,P0011,Electronics,North,510,118,454,72.08,25,Snowy,1,69.55,Winter,0,136,8505.44,In Stock,,4.32,Normal,Sufficient
2023-01-12,S005,P0012,Furniture,North,319,29,0,109.04,5,Snowy,0,114.87,Winter,0,43,3162.16,In Stock,,11.00,Normal,Sufficient
2023-01-12,S005,P0013,Groceries,North,187,125,0,78.17,15,Snowy,1,82.33,Winter,0,169,9771.25,In Stock,,1.50,Normal,Sufficient
2023-01-12,S005,P0014,Furniture,North,425,81,0,136.25,25,Snowy,1,153.18,Winter,0,102,11036.25,In Stock,,5.25,Normal,Sufficient
2023-01-12,S005,P0015,Groceries,North,349,62,0,44.79,10,Snowy,0,48.87,Winter,0,96,2776.98,In Stock,,5.63,Normal,Sufficient
2023-01-12,S005,P0016,Toys,North,316,97,0,36.14,5,Snowy,0,35.94,Winter,0,105,3505.58,In Stock,,3.26,Normal,Sufficient
2023-01-12,S005,P0017,Toys,North,158,55,90,31.22,20,Snowy,1,28.1,Winter,0,90,1717.1,In Stock,,2.87,Normal,Sufficient
2023-01-12,S005,P0018,Clothing,North,224,129,0,25.89,0,Snowy,0,24.67,Winter,0,134,3339.81,In Stock,,1.74,Normal,Sufficient
2023-01-12,S005,P0019,Furniture,North,163,60,0,130.31,0,Snowy,0,142.39,Winter,0,56,7818.6,In Stock,,2.72,Normal,Sufficient
2023-01-12,S005,P0020,Toys,North,147,58,68,27.42,10,Snowy,0,27.03,Winter,0,76,1590.36,In Stock,,2.53,Normal,Sufficient
2023-01-13,S001,P0001,Electronics,North,202,104,216,68.47,10,Cloudy,1,64.88,Winter,0,97,7120.88,In Stock,,1.94,Normal,Sufficient
2023-01-13,S001,P0002,Clothing,North,155,99,173,75.17,10,Cloudy,0,71.05,Winter,0,160,7441.83,In Stock,,1.57,Normal,Sufficient
2023-01-13,S001,P0003,Clothing,North,282,190,736,65.64,10,Cloudy,1,77.24,Winter,0,193,12471.6,In Stock,,1.48,Normal,Sufficient
2023-01-13,S001,P0004,Electronics,North,259,26,0,84.83,0,Cloudy,0,92.19,Winter,0,30,2205.58,In Stock,,9.96,Normal,Sufficient
2023-01-13,S001,P0005,Groceries,North,232,65,0,45.79,20,Cloudy,1,38.95,Winter,0,73,2976.35,In Stock,,3.57,Normal,Sufficient
2023-01-13,S001,P0006,Toys,North,391,54,0,42.13,0,Cloudy,0,41.33,Winter,0,87,2275.02,In Stock,,7.24,Normal,Sufficient
2023-01-13,S001,P0007,Groceries,North,209,115,0,24.4,10,Cloudy,0,22.74,Winter,0,109,2806,In Stock,,1.82,Normal,Sufficient
2023-01-13,S001,P0008,Electronics,North,70,70,211,46.37,25,Cloudy,1,46.32,Winter,0,187,3245.9,In Stock,,1.00,Normal,Sufficient
2023-01-13,S001,P0009,Clothing,North,332,299,246,128.88,10,Cloudy,1,113.76,Winter,0,253,38535.12,In Stock,,1.11,Normal,Sufficient
2023-01-13,S001,P0010,Furniture,North,245,95,0,139.74,5,Cloudy,0,127.67,Winter,0,99,13275.3,In Stock,,2.58,Normal,Sufficient
2023-01-13,S001,P0011,Furniture,North,345,96,0,166.49,10,Cloudy,0,151.27,Winter,0,98,15983.04,In Stock,,3.59,Normal,Sufficient
2023-01-13,S001,P0012,Groceries,North,416,130,376,101.48,5,Cloudy,0,93.71,Winter,0,166,13192.4,In Stock,,3.20,Normal,Sufficient
2023-01-13,S001,P0013,Toys,North,154,118,110,32.59,10,Cloudy,0,37.05,Winter,0,122,3845.62,In Stock,,1.31,Normal,Sufficient
2023-01-13,S001,P0014,Groceries,North,213,202,0,76.77,20,Cloudy,1,70.26,Winter,0,174,15507.54,In Stock,,1.05,Normal,Sufficient
2023-01-13,S001,P0015,Toys,North,185,85,0,14.52,10,Cloudy,0,13.57,Winter,0,81,1234.2,In Stock,,2.18,Normal,Sufficient
2023-01-13,S001,P0016,Groceries,North,766,76,0,38.08,0,Cloudy,0,41.44,Winter,0,92,2894.08,In Stock,,10.08,Normal,Sufficient
2023-01-13,S001,P0017,Toys,North,70,70,161,20.69,25,Cloudy,1,19.02,Winter,0,140,1448.3,In Stock,,1.00,Normal,Sufficient
2023-01-13,S001,P0018,Groceries,North,116,116,92,53.56,15,Cloudy,1,62.28,Winter,0,109,6212.96,In Stock,,1.00,Normal,Sufficient
2023-01-13,S001,P0019,Furniture,North,84,84,94,107.08,15,Cloudy,1,95.59,Winter,0,91,8994.72,In Stock,,1.00,Normal,Sufficient
2023-01-13,S001,P0020,Furniture,North,300,17,0,87.87,10,Cloudy,0,95.65,Winter,0,24,1493.79,In Stock,,17.65,Normal,Sufficient
2023-01-13,S002,P0001,Groceries,South,444,101,351,65.54,25,Snowy,1,74.35,Winter,0,122,6619.54,In Stock,,4.40,Normal,Sufficient
2023-01-13,S002,P0002,Toys,South,248,170,344,35.2,10,Snowy,0,40.31,Winter,0,149,5984,In Stock,,1.46,Normal,Sufficient
2023-01-13,S002,P0003,Groceries,South,586,151,0,92.04,10,Snowy,1,103.33,Winter,0,177,13898.04,In Stock,,3.88,Normal,Sufficient
2023-01-13,S002,P0004,Groceries,South,519,38,0,32.62,10,Snowy,0,28.23,Winter,0,42,1239.56,In Stock,,13.66,Normal,Sufficient
2023-01-13,S002,P0005,Electronics,South,394,76,0,82.14,15,Snowy,1,98.45,Winter,0,108,6242.64,In Stock,,5.18,Normal,Sufficient
2023-01-13,S002,P0006,Clothing,South,79,79,94,60.29,10,Snowy,0,60.25,Winter,0,86,4762.91,In Stock,,1.00,Normal,Sufficient
2023-01-13,S002,P0007,Toys,South,39,39,0,26.21,0,Snowy,0,30.89,Winter,0,71,1022.19,In Stock,,1.00,Normal,Sufficient
2023-01-13,S002,P0008,Groceries,South,65,65,128,23.85,20,Snowy,1,27.06,Winter,0,145,1550.25,In Stock,,1.00,Normal,Sufficient
2023-01-13,S002,P0009,Groceries,South,144,144,0,63.33,10,Snowy,1,66.92,Winter,0,137,9119.52,In Stock,,1.00,Normal,Sufficient
2023-01-13,S002,P0010,Groceries,South,168,94,0,85.48,10,Snowy,0,81.08,Winter,0,103,8035.12,In Stock,,1.79,Normal,Sufficient
2023-01-13,S002,P0011,Groceries,South,109,65,0,88.1,0,Snowy,0,106.12,Winter,0,75,5726.5,In Stock,,1.68,Normal,Sufficient
2023-01-13,S002,P0012,Electronics,South,286,129,0,72.34,0,Snowy,0,86.55,Winter,0,110,9331.86,In Stock,,2.22,Normal,Sufficient
2023-01-13,S002,P0013,Groceries,South,437,141,0,22.9,5,Snowy,0,27.13,Winter,0,124,3228.9,In Stock,,3.10,Normal,Sufficient
2023-01-13,S002,P0014,Electronics,South,458,101,0,103.95,25,Snowy,1,102.48,Winter,0,112,10498.95,In Stock,,4.53,Normal,Sufficient
2023-01-13,S002,P0015,Clothing,South,338,142,0,70.18,10,Snowy,0,66.24,Winter,0,119,9965.56,In Stock,,2.38,Normal,Sufficient
2023-01-13,S002,P0016,Clothing,South,219,120,0,86.39,5,Snowy,0,92.48,Winter,0,103,10366.8,In Stock,,1.83,Normal,Sufficient
2023-01-13,S002,P0017,Toys,South,865,93,0,20.41,15,Snowy,1,23.05,Winter,0,138,1898.13,In Stock,,9.30,Normal,Sufficient
2023-01-13,S002,P0018,Clothing,South,216,92,0,22.76,20,Snowy,1,26.36,Winter,0,102,2093.92,In Stock,,2.35,Normal,Sufficient
2023-01-13,S002,P0019,Clothing,South,766,176,0,88.68,20,Snowy,1,77.79,Winter,0,156,15607.68,In Stock,,4.35,Normal,Sufficient
2023-01-13,S002,P0020,Furniture,South,387,38,0,114.81,0,Snowy,0,121.28,Winter,0,43,4362.78,In Stock,,10.18,Normal,Sufficient
2023-01-13,S003,P0001,Toys,East,203,116,346,18.62,15,Snowy,1,17.62,Winter,0,166,2159.92,In Stock,,1.75,Normal,Sufficient
2023-01-13,S003,P0002,Groceries,East,468,113,0,57.75,5,Snowy,0,63.38,Winter,0,122,6525.75,In Stock,,4.14,Normal,Sufficient
2023-01-13,S003,P0003,Electronics,East,104,104,212,92.02,25,Snowy,1,84.09,Winter,0,186,9570.08,In Stock,,1.00,Normal,Sufficient
2023-01-13,S003,P0004,Groceries,East,120,110,0,23.14,0,Snowy,0,27.87,Winter,0,98,2545.4,In Stock,,1.09,Normal,Sufficient
2023-01-13,S003,P0005,Toys,East,670,69,0,20.98,10,Snowy,1,23.89,Winter,0,103,1447.62,In Stock,,9.71,Normal,Sufficient
2023-01-13,S003,P0006,Toys,East,96,85,123,41.79,10,Snowy,0,37.19,Winter,0,132,3552.15,In Stock,,1.13,Normal,Sufficient
2023-01-13,S003,P0007,Groceries,East,681,138,0,18.21,0,Snowy,0,15.73,Winter,0,117,2512.98,In Stock,,4.93,Normal,Sufficient
2023-01-13,S003,P0008,Clothing,East,499,78,0,86.16,25,Snowy,1,101.07,Winter,0,93,6720.48,In Stock,,6.40,Normal,Sufficient
2023-01-13,S003,P0009,Groceries,East,138,138,180,51.96,20,Snowy,1,55.46,Winter,0,158,7170.48,In Stock,,1.00,Normal,Sufficient
2023-01-13,S003,P0010,Groceries,East,182,91,0,36.35,5,Snowy,0,40.74,Winter,0,91,3307.85,In Stock,,2.00,Normal,Sufficient
2023-01-13,S003,P0011,Electronics,East,213,90,254,121.67,5,Snowy,0,143.24,Winter,0,106,10950.3,In Stock,,2.37,Normal,Sufficient
2023-01-13,S003,P0012,Furniture,East,229,72,0,99.79,0,Snowy,0,117.5,Winter,0,77,7184.88,In Stock,,3.18,Normal,Sufficient
2023-01-13,S003,P0013,Groceries,East,1146,199,0,92.84,0,Snowy,0,111.13,Winter,0,181,18475.16,In Stock,,5.76,Normal,Sufficient
2023-01-13,S003,P0014,Groceries,East,400,141,685,105.65,20,Snowy,1,96.3,Winter,0,195,14896.65,In Stock,,2.84,Normal,Sufficient
2023-01-13,S003,P0015,Groceries,East,748,99,0,96.68,10,Snowy,0,108.87,Winter,0,127,9571.32,In Stock,,7.56,Normal,Sufficient
2023-01-13,S003,P0016,Electronics,East,190,114,0,97.68,10,Snowy,0,93.57,Winter,0,104,11135.52,In Stock,,1.67,Normal,Sufficient
2023-01-13,S003,P0017,Furniture,East,212,13,0,74.39,25,Snowy,1,65.29,Winter,0,12,967.07,In Stock,,16.31,Normal,Sufficient
2023-01-13,S003,P0018,Furniture,East,3,3,0,142.67,10,Snowy,1,130.76,Winter,0,108,428.01,In Stock,,1.00,Normal,Sufficient
2023-01-13,S003,P0019,Groceries,East,158,158,163,53.81,15,Snowy,1,58.91,Winter,0,143,8501.98,In Stock,,1.00,Normal,Sufficient
2023-01-13,S003,P0020,Clothing,East,613,85,0,71.81,10,Snowy,0,76.81,Winter,0,117,6103.85,In Stock,,7.21,Normal,Sufficient
2023-01-13,S004,P0001,Groceries,West,504,85,0,9.68,25,Cloudy,1,9.67,Winter,0,130,822.8,In Stock,,5.93,Normal,Sufficient
2023-01-13,S004,P0002,Groceries,West,268,61,0,19.49,5,Cloudy,0,20.63,Winter,0,101,1188.89,In Stock,,4.39,Normal,Sufficient
2023-01-13,S004,P0003,Furniture,West,527,86,0,147.35,10,Cloudy,1,167.24,Winter,0,122,12672.1,In Stock,,6.13,Normal,Sufficient
2023-01-13,S004,P0004,Groceries,West,331,101,0,56.35,5,Cloudy,0,61.5,Winter,0,129,5691.35,In Stock,,3.28,Normal,Sufficient
2023-01-13,S004,P0005,Clothing,West,180,131,162,73.57,25,Cloudy,1,73.32,Winter,0,178,9637.67,In Stock,,1.37,Normal,Sufficient
2023-01-13,S004,P0006,Groceries,West,252,85,0,38.01,0,Cloudy,0,36.77,Winter,0,94,3230.85,In Stock,,2.96,Normal,Sufficient
2023-01-13,S004,P0007,Groceries,West,71,71,0,29,10,Cloudy,0,34.88,Winter,0,135,2059,In Stock,,1.00,Normal,Sufficient
2023-01-13,S004,P0008,Furniture,West,117,112,130,93.07,20,Cloudy,1,80.49,Winter,0,108,10423.84,In Stock,,1.04,Normal,Sufficient
2023-01-13,S004,P0009,Clothing,West,529,102,0,93.8,20,Cloudy,1,106,Winter,0,100,9567.6,In Stock,,5.19,Normal,Sufficient
2023-01-13,S004,P0010,Groceries,West,725,102,0,31.79,0,Cloudy,0,35.24,Winter,0,166,3242.58,In Stock,,7.11,Normal,Sufficient
2023-01-13,S004,P0011,Clothing,West,600,86,0,63.07,10,Cloudy,0,62.92,Winter,0,130,5424.02,In Stock,,6.98,Normal,Sufficient
2023-01-13,S004,P0012,Electronics,West,77,64,60,101.94,0,Cloudy,0,115.22,Winter,0,61,6524.16,In Stock,,1.20,Normal,Sufficient
2023-01-13,S004,P0013,Groceries,West,189,189,479,26.9,0,Cloudy,0,22.91,Winter,0,172,5084.1,In Stock,,1.00,Normal,Sufficient
2023-01-13,S004,P0014,Furniture,West,152,67,0,128.11,20,Cloudy,1,136.42,Winter,0,62,8583.37,In Stock,,2.27,Normal,Sufficient
2023-01-13,S004,P0015,Furniture,West,690,109,0,98.33,5,Cloudy,0,111.59,Winter,0,93,10717.97,In Stock,,6.33,Normal,Sufficient
2023-01-13,S004,P0016,Furniture,West,331,46,0,107.98,5,Cloudy,0,96.27,Winter,0,51,4967.08,In Stock,,7.20,Normal,Sufficient
2023-01-13,S004,P0017,Clothing,West,190,122,113,80.85,25,Cloudy,1,92.45,Winter,0,127,9863.7,In Stock,,1.56,Normal,Sufficient
2023-01-13,S004,P0018,Furniture,West,76,76,120,139.48,25,Cloudy,1,131.51,Winter,0,101,10600.48,In Stock,,1.00,Normal,Sufficient
